Step,Fidelity
1,0.13764715194702148
2,0.14697647094726562
3,0.14697647094726562
4,0.18183648586273193
5,0.18287092447280884
6,0.18287092447280884
7,0.18287092447280884
8,0.256336510181427
9,0.256336510181427
10,0.256336510181427
11,0.256336510181427
12,0.28322064876556396
13,0.29582881927490234
14,0.29582881927490234
15,0.29582881927490234
16,0.29582881927490234
17,0.29582881927490234
18,0.3484231233596802
19,0.3484231233596802
20,0.3484231233596802
21,0.3484231233596802
22,0.3484231233596802
23,0.3484231233596802
24,0.3484231233596802
25,0.3484231233596802
26,0.3484231233596802
27,0.3484231233596802
28,0.3484231233596802
29,0.3529951572418213
30,0.36811280250549316
31,0.36811280250549316
32,0.36811280250549316
33,0.36811280250549316
34,0.36811280250549316
35,0.36811280250549316
36,0.36811280250549316
37,0.36811280250549316
38,0.4012552499771118
39,0.5522727966308594
40,0.5522727966308594
41,0.5522727966308594
42,0.5522727966308594
43,0.5522727966308594
44,0.5522727966308594
45,0.5522727966308594
46,0.5522727966308594
47,0.5522727966308594
48,0.5522727966308594
49,0.5522727966308594
50,0.5522727966308594
51,0.5522727966308594
52,0.5522727966308594
53,0.5522727966308594
54,0.5522727966308594
55,0.5522727966308594
56,0.5522727966308594
57,0.5522727966308594
58,0.5522727966308594
59,0.5522727966308594
60,0.5522727966308594
61,0.5522727966308594
62,0.5522727966308594
63,0.5522727966308594
64,0.5522727966308594
65,0.5522727966308594
66,0.5522727966308594
67,0.5522727966308594
68,0.5522727966308594
69,0.5522727966308594
70,0.5522727966308594
71,0.5522727966308594
72,0.5522727966308594
73,0.5522727966308594
74,0.5522727966308594
75,0.5522727966308594
76,0.5522727966308594
77,0.5522727966308594
78,0.5522727966308594
79,0.6443796157836914
80,0.6443796157836914
81,0.6443796157836914
82,0.6443796157836914
83,0.6443796157836914
84,0.6443796157836914
85,0.6443796157836914
86,0.6443796157836914
87,0.6443796157836914
88,0.6443796157836914
89,0.6443796157836914
90,0.6443796157836914
91,0.6443796157836914
92,0.6443796157836914
93,0.6443796157836914
94,0.6443796157836914
95,0.6443796157836914
96,0.6443796157836914
97,0.703046977519989
98,0.703046977519989
99,0.703046977519989
100,0.703046977519989
101,0.703046977519989
102,0.703046977519989
103,0.703046977519989
104,0.703046977519989
105,0.703046977519989
106,0.703046977519989
107,0.703046977519989
108,0.703046977519989
109,0.703046977519989
110,0.703046977519989
111,0.703046977519989
112,0.703046977519989
113,0.703046977519989
114,0.703046977519989
115,0.703046977519989
116,0.703046977519989
117,0.703046977519989
118,0.703046977519989
119,0.703046977519989
120,0.7161069512367249
121,0.7161069512367249
122,0.7161069512367249
123,0.7161069512367249
124,0.7161069512367249
125,0.7161069512367249
126,0.7161069512367249
127,0.7161069512367249
128,0.7161069512367249
129,0.7161069512367249
130,0.7161069512367249
131,0.7575262188911438
132,0.7575262188911438
133,0.7575262188911438
134,0.7575262188911438
135,0.7575262188911438
136,0.7575262188911438
137,0.8471433520317078
138,0.8471433520317078
139,0.8471433520317078
140,0.8471433520317078
141,0.8471433520317078
142,0.8471433520317078
143,0.8471433520317078
144,0.8471433520317078
145,0.8471433520317078
146,0.8471433520317078
147,0.8471433520317078
148,0.8471433520317078
149,0.8471433520317078
150,0.8471433520317078
151,0.8471433520317078
152,0.8471433520317078
153,0.8471433520317078
154,0.8471433520317078
155,0.8471433520317078
156,0.8471433520317078
157,0.8471433520317078
158,0.8471433520317078
159,0.8471433520317078
160,0.8471433520317078
161,0.8471433520317078
162,0.8471433520317078
163,0.8471433520317078
164,0.8471433520317078
165,0.8471433520317078
166,0.8471433520317078
167,0.8487287759780884
168,0.8487287759780884
169,0.8487287759780884
170,0.8487287759780884
171,0.8487287759780884
172,0.8487287759780884
173,0.8487287759780884
174,0.8487287759780884
175,0.8487287759780884
176,0.8487287759780884
177,0.8487287759780884
178,0.8487287759780884
179,0.8487287759780884
180,0.8487287759780884
181,0.8487287759780884
182,0.8487287759780884
183,0.8487287759780884
184,0.8487287759780884
185,0.8487287759780884
186,0.8487287759780884
187,0.8487287759780884
188,0.8487287759780884
189,0.8487287759780884
190,0.8487287759780884
191,0.8487287759780884
192,0.8487287759780884
193,0.8487287759780884
194,0.8487287759780884
195,0.8487287759780884
196,0.8487287759780884
197,0.8487287759780884
198,0.8487287759780884
199,0.8487287759780884
200,0.8487287759780884
201,0.8487287759780884
202,0.8487287759780884
203,0.8487287759780884
204,0.8487287759780884
205,0.8487287759780884
206,0.8487287759780884
207,0.8487287759780884
208,0.8487287759780884
209,0.8487287759780884
210,0.8487287759780884
211,0.8487287759780884
212,0.8487287759780884
213,0.8487287759780884
214,0.8487287759780884
215,0.8487287759780884
216,0.8487287759780884
217,0.9253754615783691
218,0.9253754615783691
219,0.9253754615783691
220,0.9253754615783691
221,0.9253754615783691
222,0.9253754615783691
223,0.9253754615783691
224,0.9253754615783691
225,0.9253754615783691
226,0.9253754615783691
227,0.9253754615783691
228,0.9253754615783691
229,0.9253754615783691
230,0.9253754615783691
231,0.9253754615783691
232,0.9253754615783691
233,0.9253754615783691
234,0.9253754615783691
235,0.9253754615783691
236,0.9253754615783691
237,0.9253754615783691
238,0.9253754615783691
239,0.9253754615783691
