Episodes,Mean (1-F),Std (1-F)
0,0.749404828529358,0.1369023240187832
1,0.749404828529358,0.1369023240187832
2,0.6496805834579468,0.2922392014115964
3,0.6496805834579468,0.2922392014115964
4,0.6496805834579468,0.2922392014115964
5,0.6496805834579468,0.2922392014115964
6,0.6496805834579468,0.2922392014115964
7,0.6496805834579468,0.2922392014115964
8,0.6496805834579468,0.2922392014115964
9,0.6479655834579467,0.2911827881983212
10,0.6462505834579468,0.29016307698294275
11,0.6445355834579468,0.2891804560226536
12,0.6428205834579468,0.28823530465009084
13,0.6425839167912801,0.28803545956591037
14,0.6423472501246134,0.28783625410439284
15,0.6421105834579468,0.2876376895944635
16,0.6418739167912801,0.2874397673644378
17,0.6416372501246135,0.28724248874199
18,0.6414005834579467,0.2870458550541206
19,0.6411639167912802,0.28684986762712494
20,0.6409272501246135,0.28665452778656025
21,0.6384805834579468,0.2852740032164614
22,0.6360339167912801,0.2839526796445333
23,0.6335872501246135,0.2826913872034871
24,0.6311405834579469,0.28149093284919197
25,0.6278589167912801,0.2787823655055111
26,0.6245772501246134,0.2761062501639735
27,0.6212955834579468,0.2734635395525247
28,0.6180139167912801,0.27085521145402025
29,0.6079522501246134,0.26507868758714037
30,0.5978905834579468,0.2597733937035541
31,0.5878289167912801,0.2549687470295623
32,0.5777672501246134,0.25069353455885207
33,0.5744855834579468,0.24781535240563332
34,0.5712039167912801,0.24496987881874038
35,0.5679222501246135,0.24215826682405592
36,0.5646405834579468,0.23938170956907967
37,0.5646405834579468,0.23938170956907967
38,0.5646405834579468,0.23938170956907967
39,0.5646405834579468,0.23938170956907967
40,0.5646405834579468,0.23938170956907967
41,0.5646405834579468,0.23938170956907967
42,0.5646405834579468,0.23938170956907967
43,0.5646405834579468,0.23938170956907967
44,0.5646405834579468,0.23938170956907967
45,0.5646405834579468,0.23938170956907967
46,0.5646405834579468,0.23938170956907967
47,0.5646405834579468,0.23938170956907967
48,0.5646405834579468,0.23938170956907967
49,0.5646405834579468,0.23938170956907967
50,0.5646405834579468,0.23938170956907967
51,0.5646405834579468,0.23938170956907967
52,0.5646405834579468,0.23938170956907967
53,0.5646405834579468,0.23938170956907967
54,0.5646405834579468,0.23938170956907967
55,0.5646405834579468,0.23938170956907967
56,0.5646405834579468,0.23938170956907967
57,0.5646405834579468,0.23938170956907967
58,0.5646405834579468,0.23938170956907967
59,0.5646405834579468,0.23938170956907967
60,0.5646405834579468,0.23938170956907967
61,0.5581839167912801,0.2351458890172509
62,0.5517272501246134,0.23128635005716805
63,0.5452705834579468,0.22782221726463833
64,0.5388139167912801,0.2247717731200713
65,0.5335272501246134,0.22246485181702186
66,0.5282405834579468,0.22064102372848465
67,0.5229539167912801,0.2193123415713159
68,0.5176672501246135,0.21848783887115752
69,0.5123805834579467,0.21817323176604367
70,0.5070939167912801,0.21837072408966884
71,0.5018072501246135,0.21907893092492556
72,0.4965205834579468,0.220292926728313
73,0.4951222501246134,0.21849695911547076
74,0.4937239167912801,0.21672219869634587
75,0.4923255834579468,0.214969170723939
76,0.4909272501246134,0.21323841118472664
77,0.4895289167912801,0.21153046668582742
78,0.4881305834579468,0.20984589430567904
79,0.4867322501246134,0.2081852614054736
80,0.48533391679128,0.20654914539854538
81,0.4839355834579468,0.20493813347486697
82,0.4825372501246134,0.2033528222777944
83,0.48113891679128,0.20179381753020817
84,0.4797405834579468,0.20026173360723354
85,0.47834725012461343,0.198762523004351
86,0.4769539167912801,0.1972912825670662
87,0.4755605834579468,0.19584864264294252
88,0.47416725012461336,0.19443523984975117
89,0.47277391679128017,0.19305171635600582
90,0.47138058345794676,0.19169871909533315
91,0.46998725012461334,0.19037689891319629
92,0.46859391679128015,0.18908690964485486
93,0.46720058345794674,0.18782940712385765
94,0.46580725012461344,0.18660504812083853
95,0.4644139167912801,0.1854144892129072
96,0.4630205834579467,0.1842583855845055
97,0.4630205834579467,0.1842583855845055
98,0.4630205834579467,0.1842583855845055
99,0.4630205834579467,0.1842583855845055
100,0.4630205834579467,0.1842583855845055
101,0.4630205834579467,0.1842583855845055
102,0.4630205834579467,0.1842583855845055
103,0.4630205834579467,0.1842583855845055
104,0.4630205834579467,0.1842583855845055
105,0.4630205834579467,0.1842583855845055
106,0.4630205834579467,0.1842583855845055
107,0.4630205834579467,0.1842583855845055
108,0.4630205834579467,0.1842583855845055
109,0.4630205834579467,0.1842583855845055
110,0.4630205834579467,0.1842583855845055
111,0.4630205834579467,0.1842583855845055
112,0.4630205834579467,0.1842583855845055
113,0.4630205834579467,0.1842583855845055
114,0.4630205834579467,0.1842583855845055
115,0.4630205834579467,0.1842583855845055
116,0.4630205834579467,0.1842583855845055
117,0.4630205834579467,0.1842583855845055
118,0.4630205834579467,0.1842583855845055
119,0.4630205834579467,0.1842583855845055
120,0.4630205834579467,0.1842583855845055
121,0.45357891679128015,0.17783884780033385
122,0.44413725012461336,0.17252660028117756
123,0.4346955834579468,0.16842644896541933
