Episodes,Mean (1-F),Std (1-F)
0,0.9168271780014038,0.09295671457566537
1,0.8491549968719483,0.12015757791362994
2,0.809489369392395,0.12249367363433483
3,0.7032263875007629,0.22747061120934375
4,0.610751473903656,0.22882730853164374
5,0.5162371754646301,0.22820076398008404
6,0.4596962213516235,0.22119317441062925
7,0.36740765515714885,0.24763033114870028
8,0.320648737438023,0.26085481467539584
9,0.31633543539792297,0.2587635169361838
10,0.25137310568243265,0.26195480848251806
11,0.2217042615637183,0.26253074541579163
12,0.21700412537902594,0.25458498398869106
13,0.20526189114898444,0.23520349846892286
14,0.20520661380141975,0.23511402789389468
15,0.19999105241149662,0.22675592597611657
16,0.19368210341781375,0.21688577854765123
17,0.17033427264541384,0.18331464153606225
18,0.15294829271733756,0.16994337380466878
19,0.1403209295123815,0.1571593430466355
20,0.1403209295123815,0.1571593430466355
21,0.1403209295123815,0.1571593430466355
22,0.10549095310270784,0.11432745011780851
23,0.10549095310270784,0.11432745011780851
24,0.10549095310270784,0.11432745011780851
25,0.0843152559595182,0.09151153944855388
26,0.0843152559595182,0.09151153944855388
27,0.08330715664196756,0.09232066017628202
28,0.07728990383911874,0.08318918608939596
29,0.06071693368721749,0.06327610666367557
30,0.06071693368721749,0.06327610666367557
31,0.06071693368721749,0.06327610666367557
32,0.045019176532514374,0.057163154015211805
33,0.045019176532514374,0.057163154015211805
34,0.045019176532514374,0.057163154015211805
35,0.04480925046373154,0.05719386503412773
36,0.04480925046373154,0.05719386503412773
37,0.04480925046373154,0.05719386503412773
38,0.04480925046373154,0.05719386503412773
39,0.04480925046373154,0.05719386503412773
40,0.04480925046373154,0.05719386503412773
41,0.04480925046373154,0.05719386503412773
42,0.04480925046373154,0.05719386503412773
43,0.040707217832095896,0.05844576527974034
44,0.040707217832095896,0.05844576527974034
45,0.040707217832095896,0.05844576527974034
46,0.03998465022305027,0.058912371858213644
47,0.03998465022305027,0.058912371858213644
48,0.03998465022305027,0.058912371858213644
49,0.03998465022305027,0.058912371858213644
50,0.03998465022305027,0.058912371858213644
51,0.031165394990239292,0.04158487135695991
52,0.031165394990239292,0.04158487135695991
53,0.031165394990239292,0.04158487135695991
54,0.031165394990239292,0.04158487135695991
