Step,Mean (1-F),Std (1-F)
65,0.22064601103204345,0.21161104571376596
66,0.22071177927200317,0.2115625718979975
67,0.19911130605529784,0.20748414944993127
68,0.19656632642507935,0.20962192728614693
69,0.19500687442507936,0.21082532233877904
70,0.1757813003527527,0.18268626105121194
71,0.17561242835275268,0.1828166355336588
72,0.1753310603527527,0.1830553547234957
73,0.17335013235275268,0.1845806696660878
74,0.17263951235275268,0.18510422000579038
75,0.17149914435275268,0.18608754174804049
76,0.17016456235275268,0.18708593611916138
77,0.16976733835275268,0.1873869034068549
78,0.16877962235275268,0.18820185230748124
79,0.16794205235275267,0.18884398455868157
80,0.16722161635275268,0.1894082548830777
81,0.16274673744369506,0.18420959853752256
82,0.16200016544369505,0.18480240101492185
83,0.16185240744369506,0.18491889660980262
84,0.15387980043649294,0.17817667512458144
85,0.15360987243649293,0.17838675986834626
86,0.15358946443649293,0.17840293148317765
87,0.14912737488897707,0.1758605322812209
88,0.14902025088897705,0.17594406703159526
89,0.14880548088897705,0.1761116707879746
90,0.14496850448153686,0.1703253293318078
91,0.11186076909301756,0.12799627915946601
92,0.11177882909301759,0.12806095132845652
93,0.1117270070930176,0.12810193651885926
94,0.1115212670930176,0.12826475989439376
95,0.11149753509301756,0.1282835586953981
96,0.11135187109301758,0.12839932650926705
97,0.11135170509301758,0.12839945778977727
98,0.11131268909301759,0.12843210326717597
99,0.11025416841003419,0.12723790895083945
100,0.1102475084100342,0.12724320957662033
101,0.11024634041003416,0.12724414267671527
102,0.1102460284100342,0.12724439482730726
103,0.11024518241003418,0.1272450674740265
104,0.11023322841003418,0.12725451880750452
105,0.10268055596969602,0.11753306056929722
106,0.10215126796969605,0.117961562258836
107,0.10210245596969605,0.11800153501265248
108,0.10209358796969603,0.11800879586946994
109,0.10209351596969604,0.11800885256478595
110,0.10209008796969606,0.11801166557442197
111,0.0987993743312073,0.11433940691230372
112,0.09879086233120726,0.11434637669582295
113,0.0987899043312073,0.1143471410159598
114,0.09878931633120729,0.11434761331918682
115,0.09876223233120726,0.11436978100459687
116,0.09875069633120728,0.11437916491090715
117,0.09874689433120727,0.11438217966112892
118,0.09872221233120729,0.11440155149535007
119,0.09862438433120727,0.11447840092970904
120,0.09464377157638548,0.11038690349839704
121,0.06563586639190673,0.09648019298759547
122,0.06563413439190675,0.09648126076300693
123,0.06563319839190676,0.09648182287307192
124,0.06552740439190674,0.09654853877639742
125,0.06547833439190673,0.09657758058752072
126,0.06513805839190674,0.09678206082074077
127,0.06513774639190675,0.09678225821516842
128,0.06513655239190674,0.09678297865752668
129,0.06505216639190674,0.09683404603224309
130,0.06505216639190674,0.09683404603224309
131,0.06505109639190673,0.09683471757416992
132,0.06505071439190675,0.09683494926933557
133,0.061177471664520276,0.09366136716990718
134,0.061318553521026595,0.09364368668711372
135,0.06096971952102661,0.09369030862547123
136,0.0596745055210266,0.09390802097121742
137,0.05963677352102659,0.09391542897105408
138,0.0573924935210266,0.09446238297031385
139,0.05734029152102662,0.09447766224412575
140,0.05591977152102658,0.09493501099948916
141,0.05558606152102659,0.09505446230951754
142,0.0553416175210266,0.09514485508366706
143,0.055271961521026605,0.09517570905332409
144,0.0552118095210266,0.09519981268866783
145,0.055073587521026576,0.0952528424029102
146,0.05504465352102661,0.09526395891600063
147,0.0549392815210266,0.09530562867771739
148,0.05491776752102662,0.0953141404302737
149,0.04920549854656982,0.08392412304011293
150,0.04785992525344849,0.08145589944376014
151,0.04744731325344851,0.08161299312232269
152,0.0474369352534485,0.08161707555820825
153,0.0473491652534485,0.08165167406917793
154,0.0444536172534485,0.0829897264769891
155,0.0444531452534485,0.08298994541911356
156,0.0444545052534485,0.08298931459646332
157,0.044451785253448485,0.08299057632611632
158,0.044451255253448486,0.08299082221712778
159,0.044450005253448485,0.08299140219949316
160,0.044449885253448486,0.0829914578815489
161,0.044449905253448496,0.08299144860116066
162,0.03833715362457275,0.07077396843202247
163,0.038304633624572745,0.0707888923957301
164,0.038304299624572755,0.07078904591341331
165,0.03830406162457276,0.07078915530989656
166,0.038304203624572764,0.07078909003936108
167,0.038259493624572746,0.07080969437366808
168,0.038258821624572746,0.07081000487645547
169,0.038252993624572754,0.07081269876165856
170,0.038250143624572755,0.07081401678264736
171,0.03824861362457277,0.07081472453095577
172,0.03824861362457277,0.07081472453095577
173,0.029759369064514152,0.05384226410492431
174,0.029755423064514154,0.053844043511913395
175,0.029388877064514162,0.05401410654352932
176,0.029388837064514162,0.054014125615697066
177,0.029376357064514157,0.05402008158811899
178,0.02935338506451417,0.05403164836326151
179,0.029374345064514175,0.05402166206235824
180,0.029374345064514175,0.05402166206235824
181,0.02935198506451415,0.05403231648013364
182,0.029351819064514163,0.05403239570878
183,0.029351819064514163,0.05403239570878
184,0.029351605064514154,0.05403249784975308
185,0.029351533064514167,0.05403253221565907
186,0.02934857706451417,0.054033998617418054
187,0.029348177064514158,0.054034196672485
188,0.029348037064514144,0.05403426733613372
189,0.029348037064514144,0.05403426733613372
190,0.029348037064514144,0.05403426733613372
191,0.029344383064514146,0.05403601194977012
192,0.029325085064514166,0.05404523957727444
193,0.029325197064514176,0.05404518411685053
194,0.029343817064514166,0.0540362784894666
195,0.029343697064514163,0.054036339046209324
196,0.02932294706451417,0.05404626490096298
197,0.02932241706451415,0.05404652132718213
198,0.02932222706451415,0.05404661235859688
199,0.023909469667816152,0.04322329742978745
200,0.023898559667816156,0.043228472497711765
201,0.023898559667816156,0.043228472497711765
202,0.023898559667816156,0.043228472497711765
203,0.02389839966781615,0.043228548469719824
204,0.023893519667816165,0.04323101321067173
205,0.023912167667816165,0.04322221488240692
206,0.023912095667816158,0.0432222489334028
207,0.02387749966781616,0.04323870769086456
208,0.02387749966781616,0.04323870769086456
209,0.023870147667816165,0.043242208583426464
210,0.023865487667816154,0.04324442962582841
211,0.023832827667816157,0.043260049138068336
212,0.02383284766781617,0.04326003780378122
213,0.02383284766781617,0.04326003780378122
214,0.02382295966781618,0.043264785101132706
215,0.023822839667816176,0.04326484276628213
216,0.023822559667816167,0.043264977323175954
217,0.023841819667816178,0.04325573765732038
218,0.023841631667816165,0.04325583071527463
219,0.02384172766781616,0.043255779348184684
220,0.023822653667816152,0.04326492998968399
221,0.019380163790191675,0.03438708164782065
222,0.019380115790191655,0.034387104483262675
223,0.019379783790191674,0.03438726243532573
224,0.019377517790191656,0.03438834082874494
225,0.017951071352355942,0.03153648605836742
226,0.01795073735235595,0.03153664432816417
227,0.01795073735235595,0.03153664432816417
228,0.017950617352355945,0.03153670119482528
229,0.017950523352355963,0.03153674801420622
230,0.017950497352355942,0.031536760335530004
231,0.01795044335235596,0.03153678592623028
232,0.017218228709869353,0.03007349210917003
233,0.017237230709869357,0.03006453422391636
234,0.017237210709869367,0.030064541787252742
235,0.017217950709869378,0.03007362182591931
236,0.011824264524719252,0.01940864760993858
237,0.011834624524719239,0.019403824847597
238,0.011822564524719237,0.019409440987987237
239,0.011822564524719237,0.019409440987987237
240,0.009934599322387671,0.015637976266285922
241,0.009766538000000002,0.015277235058499813
242,0.00974289800000001,0.015230029374932156
243,0.009317693999999998,0.014381937482096896
244,0.009299225999999994,0.014370155764716811
245,0.009278805999999995,0.014329321930298866
246,0.009304373999999994,0.014481214644383414
247,0.00913462599999999,0.014143527834561812
248,0.009030733999999985,0.013936099598590143
249,0.009027213999999973,0.013929071838094012
250,0.009006737999999981,0.01388250422212995
251,0.008872031999999974,0.013617032025786522
252,0.008807399999999976,0.013488005874553876
253,0.008767619999999999,0.013466407200942655
254,0.008759309999999987,0.01344981842377062
255,0.008563729999999992,0.01317778599650185
256,0.008426862000000002,0.012910122093372176
257,0.008212980000000014,0.012483639234678314
258,0.008252468000000013,0.012562439339495165
259,0.008218680000000011,0.012495013707459453
260,0.008120579999999999,0.012311559366936405
261,0.008074294000000015,0.012219203278452497
262,0.008005941999999999,0.012079522175510757
263,0.007545197999999998,0.011160438232686747
264,0.007524741999999996,0.011120368794597426
265,0.00732738799999999,0.010726825086709298
266,0.007106901999999993,0.010287259357516756
267,0.007078051999999979,0.010235060575112188
268,0.006951921999999988,0.009983666309143963
269,0.006927013999999976,0.009934026463048291
270,0.006897581999999991,0.009875372898159153
271,0.006857449999999976,0.009795278718341805
272,0.0068437799999999886,0.009762738359528029
273,0.0067107499999999876,0.009497688380758762
274,0.006400077999999998,0.00891890758155593
275,0.006391559999999985,0.008901695083375962
276,0.006288194000000002,0.008695976882171653
277,0.006173146000000007,0.008472981500432067
278,0.005986915999999986,0.008102804013427936
279,0.005979735999999991,0.00808852215076302
280,0.005924819999999986,0.007981482116662286
281,0.005867589999999989,0.007867671239598155
282,0.005858169999999996,0.007844698638163226
283,0.005837779999999992,0.007804689051691957
284,0.005744169999999982,0.007618594113194373
285,0.005714439999999987,0.00759744803328065
286,0.005608819999999981,0.007393002151602566
287,0.005495039999999984,0.007166998509724992
288,0.005480591999999995,0.00714054376726702
289,0.005474758000000013,0.007128795951116576
290,0.0054670180000000014,0.007122360439467778
291,0.005436170000000007,0.0070667077202556106
292,0.005380282000000003,0.0069557565030826185
293,0.005370908000000019,0.006932012826954096
294,0.005355180000000015,0.00690091850506872
295,0.005351930000000005,0.006899876234078401
296,0.00534164800000001,0.006880168219369069
297,0.005281449999999998,0.006789706503229711
298,0.005259086000000001,0.006745325686161041
299,0.005250130000000008,0.006733879745852328
300,0.005242901999999994,0.006719536895918931
301,0.005229090000000003,0.006719009551146676
302,0.005150440000000001,0.006562951912851425
303,0.005025047999999988,0.006570689017661378
304,0.0050211000000000006,0.006562850820184791
305,0.004958449999999992,0.006554581200046263
306,0.00494625999999998,0.006546913074602399
307,0.004937309999999995,0.006529069575092639
308,0.004892559999999979,0.006445399908958318
309,0.004815937999999975,0.00627712441787289
310,0.004797878,0.006255083545566454
311,0.004579006000000008,0.005837692197427345
312,0.004485368000000012,0.005652213138257986
313,0.004474336000000001,0.005630740992390279
314,0.004460929999999985,0.005604198085328526
315,0.004367336000000011,0.005407392801506464
316,0.0043617760000000064,0.005396393475322553
317,0.004347136000000007,0.0053674335994201025
318,0.00432940799999999,0.005362738357232805
319,0.004326308000000001,0.005356607141814324
320,0.0043203219999999876,0.005344768411702788
321,0.004263189999999995,0.005232542761067523
322,0.004251101999999984,0.005208750418403243
323,0.004219499999999998,0.005147119807426291
324,0.004200599999999999,0.005093168058880471
325,0.0041909799999999995,0.005074770302742764
326,0.004159474000000008,0.005013078365537889
327,0.0041503400000000076,0.005011417962054248
328,0.004122512,0.0049564771621561825
329,0.00401644000000001,0.0047470911736599355
330,0.0040140480000000036,0.0047423750458621405
331,0.0040070599999999955,0.004713136693795352
332,0.003993279999999988,0.004685974684267941
333,0.003968280000000002,0.004652889826075834
334,0.0039044599999999985,0.004527186606977886
335,0.0039007919999999975,0.004519965220690965
336,0.0038976000000000123,0.004513681261675462
337,0.0038980739999999957,0.004498444677163894
338,0.0038951899999999815,0.00449276776234872
339,0.0038567199999999914,0.0044170653286543194
340,0.0037248099999999786,0.00421031913807017
341,0.0037079499999999933,0.004177216510548643
342,0.0036541819999999837,0.004071717043618825
343,0.003634869999999979,0.00403385076342692
344,0.0036238699999999956,0.004012288813333383
345,0.003613017999999979,0.003991021654726513
346,0.0034658999999999996,0.0036836214870477908
347,0.0034020519999999888,0.0035590609632901796
348,0.003390835999999986,0.003556761838383905
349,0.0033802499999999957,0.0035361339179957804
350,0.003360162,0.0035403355364959535
351,0.0033331,0.0034672441085104072
352,0.003280647999999986,0.003365263625515235
353,0.003262231999999998,0.0033498730526537964
354,0.003262159999999992,0.003349793074421186
355,0.0032514539999999757,0.0033290091684439584
356,0.003248987999999975,0.003324222972150924
357,0.003256989999999993,0.003319201728789607
358,0.00325415,0.003313689795077386
359,0.0032285479999999865,0.0032845681062228065
360,0.0032279900000000026,0.003283779919300344
361,0.003227782000000001,0.003283376548021282
362,0.003215849999999998,0.0032602423127737158
363,0.003215155999999997,0.0032588970818889164
364,0.0032207099999999934,0.0032488322604283413
365,0.003220402,0.003248235269621954
366,0.0032201900000000004,0.003247824357997214
367,0.0032083299999999815,0.003245667666844512
368,0.0032081099999999863,0.003245241344861729
369,0.003213237999999996,0.003255179469180783
370,0.0032132099999999885,0.003255125199496939
371,0.003202249999999984,0.0032338870261652513
372,0.003202169999999982,0.003233732036455697
373,0.0032105779999999974,0.0032291973349326264
374,0.003207709999999997,0.003224161677149605
375,0.0032201919999999885,0.003248349251089859
376,0.0032097199999999936,0.0032483613309790605
377,0.0031959159999999987,0.0032216172319541807
378,0.003192399999999984,0.0032148076090179854
379,0.0031916099999999893,0.00321327770608144
380,0.0031877299999999885,0.003205764457910155
381,0.0031877299999999885,0.003205764457910155
382,0.003187707999999989,0.0031851293634413036
383,0.003179339999999997,0.003168933754182959
384,0.003187611999999995,0.0031849435312696016
385,0.003177569999999985,0.0031860961955973563
386,0.0031563499999999857,0.003145044131327882
387,0.003153529999999982,0.0031395913574221584
388,0.0031521099999999745,0.003138387982452126
389,0.0031511499999999915,0.0031365319475497346
390,0.0031597399999999886,0.0031535653096772726
391,0.0031678400000000107,0.003148717797834559
392,0.0031576100000000108,0.0031289352282206345
393,0.003153395999999997,0.003120422119173001
394,0.00314461399999999,0.003124419831454145
395,0.003144379999999991,0.003123967560266905
396,0.003144207999999993,0.003123635124571367
397,0.0031543600000000006,0.0031432608231580267
398,0.0031417199999999924,0.0031188266841233703
399,0.00308716,0.0030135179220306726
400,0.0030853599999999927,0.002989479266092993
401,0.0029161400000000002,0.00266495749429517
402,0.0029161400000000002,0.00266495749429517
403,0.0029077000000000018,0.0026692945127879913
404,0.002906199999999992,0.002666433684905735
405,0.0029062599999999826,0.0026667455256173048
406,0.002921692000000009,0.0027034290070678873
407,0.00292173200000001,0.002703505387325144
408,0.002907979999999988,0.0026567699037741525
409,0.002907285999999987,0.002655446646043582
410,0.0028989780000000078,0.002660090847023095
411,0.0028981079999999882,0.0026586102052493397
412,0.002896034000000003,0.0026546567392083074
413,0.0028950679999999894,0.0026531120679111906
414,0.0029032999999999863,0.0026484380846075873
415,0.0029032600000000073,0.00264836183902429
416,0.0029036599999999967,0.0026697401908050825
417,0.0029023940000000082,0.002667325874006413
418,0.0029019600000000033,0.002666498267466159
419,0.0029027560000000063,0.002647573348095206
420,0.0028851799999999985,0.002634569360939303
421,0.0028856399999999784,0.0026354454777892723
422,0.0028938300000000083,0.002630565276437762
423,0.00288470799999998,0.0026336704199758833
424,0.0028759939999999816,0.0026170799942195045
425,0.0028814099999999953,0.002606918328678509
426,0.002843810000000002,0.0025354692355459606
427,0.0028412679999999966,0.0025510767395937168
428,0.002840969999999987,0.002550511127519348
429,0.002840419999999999,0.00254946724897578
430,0.0028328199999999803,0.0025350476046023178
431,0.002832839999999992,0.0025350855390696508
432,0.0028218479999999823,0.0025142464080547015
433,0.002810822000000002,0.0024729672447357676
434,0.0028100100000000073,0.002471431034926944
435,0.002808344000000007,0.0024703798541730595
436,0.0027998479999999937,0.002474516198131656
437,0.0028065599999999914,0.0024874120129966303
438,0.0027840399999999876,0.0024448352751054447
439,0.0027752599999999903,0.0024282597221878762
440,0.0027675259999999867,0.002413606564107734
441,0.002691041999999988,0.0022497742008157034
442,0.002673744,0.002217485611386021
443,0.0026668399999999924,0.002224821399213871
444,0.0026653119999999974,0.0022219723878968444
445,0.0026664339999999953,0.0022240643439037436
446,0.0026710119999999947,0.0022123924163167785
447,0.002681752000000004,0.0022526538493998715
448,0.0026778799999999992,0.0022251995940679187
449,0.0026613659999999983,0.002214554116074846
450,0.0026607459999999916,0.0022133988444164297
451,0.002659666000000005,0.0022113866548896634
452,0.002633945999999998,0.0021635509585087287
453,0.002632039999999991,0.00214006270805318
454,0.0026015700000000088,0.0020836896140260545
455,0.0025955200000000065,0.002072527160159797
456,0.0025785060000000025,0.0020610306317335684
457,0.0025769860000000033,0.002058232036672269
458,0.002595875999999997,0.002093059763146774
459,0.002575965999999985,0.002056354416394202
460,0.002594673999999997,0.002090951971783216
461,0.0025756799999999912,0.002055939179450617
462,0.00246536599999998,0.001854906950934195
463,0.002472340000000006,0.001847701285121616
464,0.0024454119999999914,0.0017993355713084684
465,0.002444531999999988,0.0017977602601281276
466,0.00243562599999998,0.0018028555205295766
467,0.0024354799999999786,0.0018025942125614307
468,0.0024337739999999775,0.0017995415462344724
469,0.002407025999999979,0.001751852846304154
470,0.0024069059999999977,0.0017516396555639184
471,0.0024153059999999947,0.001746934301152731
472,0.002415191999999999,0.001746890948701744
473,0.0024089519999999976,0.0017358141344095766
474,0.00240018999999998,0.001740063100120217
475,0.002398610000000012,0.0017370263344002777
476,0.002394619999999992,0.0017299578681574702
477,0.002390760000000003,0.0017231272786419486
478,0.0023900739999999977,0.0017221962038931578
479,0.002388020000000002,0.0017185651438336661
480,0.002388020000000002,0.0017185651438336661
481,0.002395539999999974,0.0017122392877165198
482,0.0023953799999999912,0.0017119565898702227
483,0.0023925519999999922,0.0017069620791382819
484,0.0023917899999999826,0.0017056170227809136
485,0.002382109999999993,0.0017081295028187925
486,0.0023820339999999886,0.0017082301125504315
487,0.0023819859999999913,0.0017081454294011617
488,0.0023806799999999797,0.0017058418020437906
489,0.0023789599999999743,0.0017028092865614681
490,0.0023789599999999743,0.0017028092865614681
491,0.002377859999999976,0.0017008707000827506
492,0.0023762279999999915,0.0016979957165835482
493,0.002383499999999983,0.0016913289614974296
494,0.002383447999999988,0.0016912374065210373
495,0.002383351999999994,0.0016910683857301694
496,0.0023750119999999876,0.001695854487559606
497,0.002374467999999985,0.001695224893899327
498,0.002331287999999998,0.0017208144731423027
499,0.0023307659999999954,0.0017200138480326192
500,0.0023295879999999823,0.0017205504341855284
501,0.0023330799999999874,0.0017019790888962232
502,0.0023329839999999937,0.0017018106741891281
503,0.002306865999999985,0.0016820971860817162
504,0.002304779999999984,0.0016784589698887553
505,0.0023020499999999887,0.0016737013090752032
506,0.00230151999999999,0.0016727781579157642
507,0.0023120639999999913,0.0016652320680746097
508,0.00229267999999998,0.001631564884103595
509,0.002175719999999992,0.001713146496245993
510,0.002166660000000009,0.0016977161984265865
511,0.0021362400000000115,0.0016463082294637394
512,0.002161780000000002,0.0016894270903474882
513,0.002133008000000003,0.0016408842619319575
514,0.0021327400000000106,0.0016404348406444031
515,0.0021325599999999943,0.001640133019727345
516,0.002132479999999992,0.0016399988846337444
517,0.002132360000000011,0.00163979769069237
518,0.0021320800000000028,0.0016393282787776173
519,0.0021603299999999994,0.0016869671708720248
520,0.0021478499999999954,0.0016658534395318047
521,0.002114539999999998,0.001610038435069163
522,0.002114539999999998,0.001610038435069163
523,0.0021135799999999925,0.001608442030537604
524,0.0021129320000000005,0.001607364857677302
525,0.002112979999999998,0.001607444637180378
526,0.0021057679999999966,0.001595477804325699
527,0.0021057400000000113,0.0015954314232833797
528,0.0021057400000000113,0.0015954314232833797
529,0.0021057400000000113,0.0015954314232833797
530,0.0021057400000000113,0.0015954314232833797
531,0.0021057400000000113,0.0015954314232833797
532,0.0021057400000000113,0.0015954314232833797
533,0.002135639999999994,0.0016453007367651473
534,0.0021613800000000126,0.0016887483523604224
535,0.0021110740000000127,0.0016042780919479135
536,0.002085099999999995,0.0015614135685333166
537,0.002085099999999995,0.0015614135685333166
538,0.0020850000000000035,0.0015612496059246863
539,0.0020850000000000035,0.0015612496059246863
540,0.0020732399999999983,0.001542026921425162
541,0.002029747999999998,0.0014720201516337885
542,0.0020242800000000115,0.0014633474958464327
543,0.002024085999999992,0.001463040354598578
544,0.002015754000000003,0.001449885700482623
545,0.0016237599999999962,0.0009628631150895632
546,0.0016237599999999962,0.0009628631150895632
547,0.0016237599999999962,0.0009628631150895632
548,0.0016237599999999962,0.0009628631150895632
549,0.0016237599999999962,0.0009628631150895632
550,0.0016237599999999962,0.0009628631150895632
551,0.0016237599999999962,0.0009628631150895632
552,0.0016237599999999962,0.0009628631150895632
553,0.0016237599999999962,0.0009628631150895632
554,0.0016237599999999962,0.0009628631150895632
555,0.0016237599999999962,0.0009628631150895632
556,0.0016237599999999962,0.0009628631150895632
557,0.0016237599999999962,0.0009628631150895632
558,0.0016237599999999962,0.0009628631150895632
559,0.0016237599999999962,0.0009628631150895632
560,0.0016237599999999962,0.0009628631150895632
561,0.0016237599999999962,0.0009628631150895632
562,0.0016237599999999962,0.0009628631150895632
563,0.0016237599999999962,0.0009628631150895632
564,0.0016237599999999962,0.0009628631150895632
565,0.0016237599999999962,0.0009628631150895632
566,0.0016237599999999962,0.0009628631150895632
567,0.0016237599999999962,0.0009628631150895632
568,0.0016237339999999989,0.000962843813618793
569,0.0016237339999999989,0.000962843813618793
570,0.0016237339999999989,0.000962843813618793
571,0.0016237339999999989,0.000962843813618793
572,0.0016237339999999989,0.000962843813618793
573,0.0016237339999999989,0.000962843813618793
574,0.0016237599999999962,0.0009628631150895632
575,0.0016237599999999962,0.0009628631150895632
576,0.0016237100000000115,0.0009628259990257841
577,0.0016237100000000115,0.0009628259990257841
578,0.0016237100000000115,0.0009628259990257841
579,0.0016237100000000115,0.0009628259990257841
580,0.0016237100000000115,0.0009628259990257841
581,0.0016237100000000115,0.0009628259990257841
582,0.0016237100000000115,0.0009628259990257841
583,0.0016237100000000115,0.0009628259990257841
584,0.0016237100000000115,0.0009628259990257841
585,0.001623590000000008,0.0009627369570136975
586,0.001623590000000008,0.0009627369570136975
587,0.0016103699999999942,0.0009532466268495133
588,0.0016103699999999942,0.0009532466268495133
589,0.0016103699999999942,0.0009532466268495133
590,0.0016103699999999942,0.0009532466268495133
591,0.0016104000000000118,0.0009532674399138986
592,0.0016104000000000118,0.0009532674399138986
593,0.0016104000000000118,0.0009532674399138986
594,0.0016104000000000118,0.0009532674399138986
595,0.0016104200000000013,0.000953281317135705
596,0.0016104200000000013,0.000953281317135705
597,0.0016104200000000013,0.000953281317135705
598,0.0016104200000000013,0.000953281317135705
599,0.0016103200000000095,0.0009532119457916982
600,0.0016103200000000095,0.0009532119457916982
601,0.0015783400000000114,0.0009329636747483773
602,0.0015783400000000114,0.0009329636747483773
603,0.0015783400000000114,0.0009329636747483773
604,0.0015783400000000114,0.0009329636747483773
605,0.0015783400000000114,0.0009329636747483773
606,0.0015783400000000114,0.0009329636747483773
607,0.0015783400000000114,0.0009329636747483773
608,0.0015783400000000114,0.0009329636747483773
609,0.0015783400000000114,0.0009329636747483773
610,0.0015783400000000114,0.0009329636747483773
611,0.0015779600000000115,0.0009327468007985855
612,0.0015779600000000115,0.0009327468007985855
613,0.0015779600000000115,0.0009327468007985855
614,0.0015779600000000115,0.0009327468007985855
615,0.0015779600000000115,0.0009327468007985855
616,0.0015776479999999981,0.000932569161197164
617,0.0015776479999999981,0.000932569161197164
618,0.0015776479999999981,0.000932569161197164
619,0.0015774100000000013,0.0009324339120817009
620,0.0015774100000000013,0.0009324339120817009
621,0.0015774600000000084,0.0009324623072274785
622,0.0015772200000000014,0.0009323261004605552
623,0.0015772200000000014,0.0009323261004605552
624,0.0015772200000000014,0.0009323261004605552
625,0.0015771460000000071,0.0009322841492077355
626,0.0015771460000000071,0.0009322841492077355
627,0.0015665720000000104,0.0009265131990079767
628,0.0015665199999999936,0.0009264859230446935
629,0.0015665199999999936,0.0009264859230446935
630,0.0015665199999999936,0.0009264859230446935
631,0.0015665199999999936,0.0009264859230446935
632,0.0015665199999999936,0.0009264859230446935
633,0.0015665199999999936,0.0009264859230446935
634,0.0015662859999999944,0.0009263633157589839
635,0.0015662859999999944,0.0009263633157589839
636,0.0015662859999999944,0.0009263633157589839
637,0.0015662859999999944,0.0009263633157589839
638,0.0015662859999999944,0.0009263633157589839
639,0.0015662859999999944,0.0009263633157589839
640,0.0015662859999999944,0.0009263633157589839
641,0.0015662859999999944,0.0009263633157589839
642,0.0015662859999999944,0.0009263633157589839
643,0.0015662859999999944,0.0009263633157589839
644,0.0015662859999999944,0.0009263633157589839
645,0.0015662859999999944,0.0009263633157589839
646,0.0015662859999999944,0.0009263633157589839
647,0.0015662859999999944,0.0009263633157589839
648,0.0015662859999999944,0.0009263633157589839
649,0.0015662859999999944,0.0009263633157589839
650,0.0015662859999999944,0.0009263633157589839
651,0.0015662859999999944,0.0009263633157589839
652,0.0015663100000000041,0.0009263758807309202
653,0.0015663100000000041,0.0009263758807309202
654,0.0015663100000000041,0.0009263758807309202
655,0.0015663100000000041,0.0009263758807309202
656,0.0015569799999999967,0.0009216667627727396
657,0.0015569799999999967,0.0009216667627727396
658,0.0015569799999999967,0.0009216667627727396
659,0.0015569799999999967,0.0009216667627727396
660,0.0015569799999999967,0.0009216667627727396
661,0.0015569799999999967,0.0009216667627727396
662,0.0015569799999999967,0.0009216667627727396
663,0.0015569799999999967,0.0009216667627727396
664,0.0015569799999999967,0.0009216667627727396
665,0.001543059999999996,0.0009153033171577505
666,0.001543059999999996,0.0009153033171577505
667,0.001543059999999996,0.0009153033171577505
668,0.001543059999999996,0.0009153033171577505
669,0.001543059999999996,0.0009153033171577505
670,0.001543059999999996,0.0009153033171577505
671,0.001543059999999996,0.0009153033171577505
672,0.00154316000000001,0.000915346169708484
673,0.00154316000000001,0.000915346169708484
674,0.00154316000000001,0.000915346169708484
