Episodes,Mean (1-F),Std (1-F)
0,0.9463334441184997,0.02025253173221345
1,0.9053207278251648,0.022346217020698837
2,0.8821866154670716,0.02983734858507081
3,0.8286664724349976,0.06130940395666086
4,0.8196983456611633,0.06989486763597398
5,0.7419248580932617,0.11021733859174013
6,0.6677038073539734,0.16930777781123457
7,0.5912598252296448,0.2385732974994194
8,0.5364316225051879,0.26370598383859944
9,0.4716198191046715,0.2853398172310683
10,0.424298956990242,0.2795994717615132
11,0.385002127289772,0.28309031590837785
12,0.3654816776514053,0.2917215060455573
13,0.31988760977983477,0.31087822680651184
14,0.3147562935948372,0.301137749343167
15,0.2923339083790779,0.28302130095362793
16,0.28729181438684465,0.283407738543385
17,0.2783247992396355,0.28497667556719747
18,0.27731188386678696,0.2853585618988845
19,0.27576078921556474,0.2865138488817103
20,0.27045968547463417,0.2900741655985727
21,0.26492290273308755,0.2792265508402586
22,0.26492290273308755,0.2792265508402586
23,0.23824710622429848,0.22726922307499137
24,0.23675580993294715,0.22438389044411017
25,0.23473533168435096,0.2234963449781578
26,0.23202386870980263,0.2182450291973629
27,0.22508938387036323,0.22092862117816658
28,0.21085677221417426,0.19339169432229786
29,0.21085677221417426,0.19339169432229786
30,0.20986856520175934,0.19427263643876266
31,0.1848525196313858,0.18121824061498734
32,0.17060024440288543,0.17423566166677434
33,0.15457320250570777,0.1501348683356076
34,0.136307704821229,0.11560952761265299
35,0.13628584817051886,0.11563102612189355
36,0.0907631404697895,0.046014626763107164
37,0.0907631404697895,0.046014626763107164
38,0.0907631404697895,0.046014626763107164
39,0.0907631404697895,0.046014626763107164
40,0.0907631404697895,0.046014626763107164
41,0.0907631404697895,0.046014626763107164
42,0.06528781279921532,0.029267799526124273
43,0.06528781279921532,0.029267799526124273
44,0.06528781279921532,0.029267799526124273
45,0.06528781279921532,0.029267799526124273
46,0.06141500845551488,0.02522750740941038
47,0.06141500845551488,0.02522750740941038
48,0.06141500845551488,0.02522750740941038
49,0.060082840174436526,0.023606951687651735
50,0.060082840174436526,0.023606951687651735
51,0.060082840174436526,0.023606951687651735
52,0.060082840174436526,0.023606951687651735
53,0.060082840174436526,0.023606951687651735
54,0.060082840174436526,0.023606951687651735
55,0.060082840174436526,0.023606951687651735
56,0.060082840174436526,0.023606951687651735
57,0.060082840174436526,0.023606951687651735
58,0.060082840174436526,0.023606951687651735
59,0.04940205588936804,0.018457938800230347
60,0.04856805428862572,0.01898301584861943
61,0.04856805428862572,0.01898301584861943
62,0.04856805428862572,0.01898301584861943
63,0.04780263528227806,0.01882760982162958
64,0.04402255117893224,0.01394479605481374
65,0.04402255117893224,0.01394479605481374
66,0.04402255117893224,0.01394479605481374
67,0.03541001081466679,0.01602473958287015
68,0.03541001081466679,0.01602473958287015
69,0.03541001081466679,0.01602473958287015
70,0.026049064286053226,0.01481100515654965
71,0.026049064286053226,0.01481100515654965
72,0.026049064286053226,0.01481100515654965
73,0.023107732553035065,0.01682008406671347
74,0.023107732553035065,0.01682008406671347
75,0.023107732553035065,0.01682008406671347
76,0.023107732553035065,0.01682008406671347
77,0.023107732553035065,0.01682008406671347
78,0.023107732553035065,0.01682008406671347
79,0.023107732553035065,0.01682008406671347
80,0.023107732553035065,0.01682008406671347
81,0.023107732553035065,0.01682008406671347
82,0.023107732553035065,0.01682008406671347
83,0.023107732553035065,0.01682008406671347
84,0.023107732553035065,0.01682008406671347
85,0.023107732553035065,0.01682008406671347
86,0.023075125832110667,0.016852524992028092
87,0.023075125832110667,0.016852524992028092
88,0.023075125832110667,0.016852524992028092
89,0.023075125832110667,0.016852524992028092
90,0.023075125832110667,0.016852524992028092
91,0.023075125832110667,0.016852524992028092
92,0.023075125832110667,0.016852524992028092
93,0.021145228017121553,0.0139483222452275
94,0.01446163710206747,0.010725830581816908
95,0.01446163710206747,0.010725830581816908
96,0.01446163710206747,0.010725830581816908
97,0.01446163710206747,0.010725830581816908
98,0.01446163710206747,0.010725830581816908
99,0.01446163710206747,0.010725830581816908
100,0.01446163710206747,0.010725830581816908
101,0.013977505546063206,0.011132074261398164
102,0.013977505546063206,0.011132074261398164
103,0.013977505546063206,0.011132074261398164
104,0.013977505546063206,0.011132074261398164
105,0.013977505546063206,0.011132074261398164
106,0.013977505546063206,0.011132074261398164
107,0.013977505546063206,0.011132074261398164
108,0.013977505546063206,0.011132074261398164
109,0.013707240810617805,0.01138839978038125
110,0.013707240810617805,0.01138839978038125
111,0.013707240810617805,0.01138839978038125
112,0.013707240810617805,0.01138839978038125
113,0.013707240810617805,0.01138839978038125
114,0.013707240810617805,0.01138839978038125
115,0.013707240810617805,0.01138839978038125
116,0.013707240810617805,0.01138839978038125
117,0.013707240810617805,0.01138839978038125
118,0.013707240810617805,0.01138839978038125
119,0.013707240810617805,0.01138839978038125
120,0.013707240810617805,0.01138839978038125
121,0.013707240810617805,0.01138839978038125
122,0.013707240810617805,0.01138839978038125
123,0.013707240810617805,0.01138839978038125
124,0.013707240810617805,0.01138839978038125
125,0.013707240810617805,0.01138839978038125
126,0.013707240810617805,0.01138839978038125
127,0.013707240810617805,0.01138839978038125
128,0.013707240810617805,0.01138839978038125
129,0.013707240810617805,0.01138839978038125
130,0.013707240810617805,0.01138839978038125
131,0.012665303563699081,0.011499933224055861
132,0.012665303563699081,0.011499933224055861
133,0.012665303563699081,0.011499933224055861
134,0.012483288533985592,0.011665594939116857
135,0.012483288533985592,0.011665594939116857
136,0.012483288533985592,0.011665594939116857
137,0.012483288533985592,0.011665594939116857
138,0.012483288533985592,0.011665594939116857
