Episodes,Best Fidelity
0,0.0023844242095947266
1,0.0031282901763916016
2,0.003960013389587402
3,0.004064738750457764
4,0.004064738750457764
5,0.0051493048667907715
6,0.01403355598449707
7,0.01403355598449707
8,0.029026150703430176
9,0.05154222249984741
10,0.14362752437591553
11,0.1558322310447693
12,0.20227205753326416
13,0.28921788930892944
14,0.5727695226669312
15,0.5727695226669312
16,0.5727695226669312
17,0.5727695226669312
18,0.5727695226669312
19,0.5727695226669312
20,0.5727695226669312
21,0.5727695226669312
22,0.5727695226669312
23,0.5727695226669312
24,0.7508196532726288
25,0.7508196532726288
26,0.7508196532726288
27,0.7508196532726288
28,0.7508196532726288
29,0.7508196532726288
30,0.7508196532726288
31,0.7508196532726288
32,0.7508196532726288
33,0.7508196532726288
34,0.7508196532726288
35,0.7508196532726288
36,0.7508196532726288
37,0.7508196532726288
38,0.7508196532726288
39,0.7508196532726288
40,0.7508196532726288
41,0.7508196532726288
42,0.7508196532726288
43,0.7508196532726288
44,0.7508196532726288
45,0.7508196532726288
46,0.7508196532726288
47,0.7508196532726288
48,0.7508196532726288
49,0.7508196532726288
50,0.7508196532726288
51,0.7661368399858475
52,0.7661368399858475
53,0.9173049628734589
54,0.9173049628734589
55,0.9173049628734589
56,0.9173049628734589
57,0.9173049628734589
58,0.9173049628734589
59,0.9173049628734589
60,0.9173049628734589
61,0.9173049628734589
62,0.9462850354611874
63,0.9462850354611874
64,0.9462850354611874
65,0.9462850354611874
66,0.9462850354611874
67,0.9462850354611874
68,0.9462850354611874
69,0.9462850354611874
70,0.9462850354611874
71,0.9462850354611874
72,0.9462850354611874
73,0.9462850354611874
74,0.9545814990997314
75,0.957416944205761
76,0.9955199197866023
77,0.9955199197866023
78,0.9955199197866023
79,0.9955199197866023
80,0.9955199197866023
81,0.9955199197866023
82,0.9955199197866023
83,0.9955199197866023
84,0.9955199197866023
85,0.9955199197866023
86,0.9955199197866023
87,0.9955199197866023
88,0.9955199197866023
89,0.9955199197866023
90,0.9955199197866023
91,0.9955199197866023
92,0.9955199197866023
93,0.9955199197866023
94,0.9955199197866023
95,0.9955199197866023
96,0.9955199197866023
97,0.9955199197866023
98,0.9955199197866023
99,0.9955199197866023
100,0.9955199197866023
101,0.9955199197866023
102,0.9955199197866023
103,0.9955199197866023
104,0.9955199197866023
105,0.9955199197866023
106,0.9955199197866023
107,0.9955199197866023
108,0.9955199197866023
109,0.9955199197866023
110,0.9955199197866023
111,0.9955199197866023
112,0.9955199197866023
113,0.9955199197866023
114,0.9955199197866023
115,0.9955199197866023
116,0.9955199197866023
117,0.9955199197866023
118,0.9955199197866023
119,0.9955199197866023
120,0.9955199197866023
121,0.9955199197866023
122,0.9955199197866023
123,0.9955199197866023
124,0.9955199197866023
125,0.9955199197866023
126,0.9955199197866023
127,0.9955199197866023
128,0.9955199197866023
129,0.9955199197866023
130,0.9955199197866023
131,0.9955199197866023
132,0.9955199197866023
133,0.9955199197866023
134,0.9955199197866023
135,0.9955199197866023
136,0.9955199197866023
137,0.9955199197866023
138,0.9955199197866023
139,0.9955199197866023
140,0.9955199197866023
141,0.9955199197866023
142,0.9955199197866023
143,0.9955199197866023
144,0.9955199197866023
145,0.9955199197866023
146,0.9955199197866023
147,0.9955199197866023
148,0.9955199197866023
149,0.9955199197866023
150,0.9955199197866023
151,0.9955199197866023
152,0.9955199197866023
153,0.9955199197866023
154,0.9955199197866023
155,0.9955199197866023
156,0.9955199197866023
157,0.9955199197866023
158,0.9955199197866023
159,0.9955199197866023
160,0.9955199197866023
161,0.9955199197866023
162,0.9955199197866023
163,0.9955199197866023
164,0.9955199197866023
165,0.9955199197866023
166,0.9955199197866023
167,0.9955199197866023
168,0.9955199197866023
169,0.9955199197866023
170,0.9955199197866023
171,0.9955802755430341
172,0.9955802755430341
173,0.9955802755430341
174,0.9955802755430341
175,0.9955802755430341
176,0.9955802755430341
177,0.9955802755430341
178,0.9955802755430341
179,0.9955802755430341
180,0.9955802755430341
181,0.9955802755430341
182,0.9955802755430341
183,0.9955802755430341
184,0.9955802755430341
185,0.9955802755430341
186,0.9955802755430341
187,0.9955802755430341
188,0.9955802755430341
189,0.9955802755430341
190,0.9955802755430341
191,0.9955802755430341
192,0.9955802755430341
193,0.9955802755430341
194,0.9955802755430341
195,0.9955802755430341
196,0.9955802755430341
197,0.9960023304447532
198,0.9960023304447532
199,0.9960023304447532
200,0.9960023304447532
201,0.9960023304447532
202,0.9960023304447532
203,0.9960023304447532
204,0.9960023304447532
205,0.9960023304447532
206,0.9960023304447532
207,0.9960023304447532
208,0.9960023304447532
209,0.9960023304447532
210,0.9960023304447532
211,0.9960023304447532
212,0.9960023304447532
213,0.9960023304447532
214,0.9960023304447532
215,0.9960023304447532
216,0.9960023304447532
217,0.9960023304447532
218,0.9960023304447532
219,0.9960023304447532
220,0.9960023304447532
221,0.9960023304447532
222,0.9960023304447532
223,0.9960023304447532
224,0.9960023304447532
225,0.9965994819067419
226,0.9965994819067419
227,0.9965994819067419
228,0.9965994819067419
229,0.9965994819067419
