Step,Fidelity
207,0.9936933
208,0.99372005
209,0.9937287
210,0.99373406
211,0.99373394
212,0.99374276
213,0.99374723
214,0.99381274
215,0.99384874
216,0.9938831
217,0.99395037
218,0.9939511
219,0.9939511
220,0.9940195
221,0.994384
222,0.99438554
223,0.9958106
224,0.99581444
225,0.99581754
226,0.99581826
227,0.9959221
228,0.99803436
229,0.99803436
230,0.99803436
231,0.99803436
232,0.99803436
233,0.99803483
234,0.9980908
235,0.9980908
236,0.9980908
237,0.9980908
238,0.9980908
239,0.9980908
240,0.9980908
241,0.9980908
242,0.9980908
243,0.9980915
244,0.9980915
245,0.9980913
246,0.9980913
247,0.9980913
248,0.9980913
249,0.9980913
250,0.9980913
251,0.9980913
252,0.99809176
253,0.998092
254,0.99809223
255,0.9980921
256,0.9980921
257,0.9980921
258,0.9980921
259,0.9980921
260,0.9980921
261,0.9980921
262,0.9980921
263,0.9980921
264,0.9980921
265,0.9980921
266,0.9980921
267,0.9980921
268,0.9980921
269,0.9980921
270,0.9980921
271,0.9980921
272,0.9980921
273,0.9980927
274,0.9980927
275,0.9980927
276,0.9980925
277,0.9981114
278,0.9981114
279,0.9981114
280,0.99811095
281,0.99811095
282,0.99894255
283,0.99894255
284,0.99894255
285,0.9989467
286,0.9989472
287,0.9989478
288,0.99894994
289,0.99894994
290,0.99894994
291,0.9989582
292,0.9989582
293,0.9989582
294,0.9989585
295,0.99895877
296,0.99895877
297,0.99895877
298,0.99895877
299,0.99896365
300,0.99896586
301,0.99896586
302,0.99896586
303,0.99896586
304,0.99896586
305,0.99896586
306,0.99896765
307,0.99896765
308,0.9989728
309,0.9989728
310,0.9989728
311,0.99897337
312,0.99897337
313,0.99897337
314,0.99897337
315,0.99897337
316,0.99897337
317,0.99897337
318,0.99897337
319,0.99897337
320,0.99897337
321,0.99897337
322,0.9989736
323,0.9989736
324,0.9989736
325,0.9989736
326,0.9989736
327,0.9989736
328,0.9989736
329,0.9989736
330,0.9989736
331,0.9989737
332,0.9989737
333,0.9989737
334,0.9989737
335,0.9989737
336,0.9989737
337,0.9989737
338,0.99897444
339,0.99897444
340,0.99898446
341,0.99898446
342,0.99898446
343,0.99898446
344,0.99912053
